uid,db,ID
Q9H221,Ensembl,ENSG00000143921.9
Q8N2K0,Ensembl,ENSG00000100997.20
Q0P651,Ensembl,ENSG00000164074.16
P41238,Ensembl,ENSG00000111701.7
Q9Y235,Ensembl,ENSG00000124701.6
Q8WW27,Ensembl,ENSG00000173627.8
Q6UXT9,Ensembl,ENSG00000168792.5
Q96SE0,Ensembl,ENSG00000143994.14
P08910,Ensembl,ENSG00000140526.18
Q8WU67,Ensembl,ENSG00000158201.10
Q8TB40,Ensembl,ENSG00000100439.11
Q8WTS1,Ensembl,ENSG00000011198.10
Q9BV23,Ensembl,ENSG00000163686.15
Q96I13,Ensembl,ENSG00000127220.6
Q9NUJ1,Ensembl,ENSG00000144827.9
Q8NFV4,Ensembl,ENSG00000106077.19
Q7L211,Ensembl,ENSG00000139826.6
Q9BUJ0,Ensembl,ENSG00000248487.10
Q96IU4,Ensembl,ENSG00000114779.20
O95870,Ensembl,ENSG00000204427.12
O95870,Ensembl,ENSG00000206403.11
O95870,Ensembl,ENSG00000230475.9
O95870,Ensembl,ENSG00000236063.9
O95870,Ensembl,ENSG00000235676.9
O95870,Ensembl,ENSG00000231488.9
O95870,Ensembl,ENSG00000224552.9
Q9H3Z7,Ensembl,ENSG00000183260.7
Q8IZP0,Ensembl,ENSG00000136754.18
Q9NYB9,Ensembl,ENSG00000138443.17
Q9P2A4,Ensembl,ENSG00000108798.9
Q9NX38,Ensembl,ENSG00000119328.12
P00519,Ensembl,ENSG00000097007.20
P42684,Ensembl,ENSG00000143322.22
O14639,Ensembl,ENSG00000099204.21
Q6H8Q1,Ensembl,ENSG00000163995.21
O94929,Ensembl,ENSG00000173210.20
Q9P1F3,Ensembl,ENSG00000146386.8
Q8N0Z2,Ensembl,ENSG00000174429.4
Q6UWZ7,Ensembl,ENSG00000163322.14
Q15018,Ensembl,ENSG00000165660.8
Q12979,Ensembl,ENSG00000159842.16
Q12979,Ensembl,ENSG00000276016.4
Q12979,Ensembl,ENSG00000278741.4
Q9ULW3,Ensembl,ENSG00000146109.5
Q969K4,Ensembl,ENSG00000114626.18
Q8N961,Ensembl,ENSG00000166016.6
A6QL63,Ensembl,ENSG00000151136.15
Q13085,Ensembl,ENSG00000275176.4
Q13085,Ensembl,ENSG00000278540.5
O00763,Ensembl,ENSG00000076555.16
Q9UKU7,Ensembl,ENSG00000151498.12
Q9H845,Ensembl,ENSG00000177646.20
P28330,Ensembl,ENSG00000115361.8
P11310,Ensembl,ENSG00000117054.15
P16219,Ensembl,ENSG00000122971.9
P49748,Ensembl,ENSG00000072778.20
Q15027,Ensembl,ENSG00000072818.12
Q15027,Ensembl,ENSG00000288169.1
Q15057,Ensembl,ENSG00000114331.16
Q96P50,Ensembl,ENSG00000131584.19
O00400,Ensembl,ENSG00000169359.16
Q8NC06,Ensembl,ENSG00000181513.15
Q5T8D3,Ensembl,ENSG00000107897.20
Q9BR61,Ensembl,ENSG00000230124.8
Q8N6N7,Ensembl,ENSG00000176244.7
Q96GR2,Ensembl,ENSG00000103740.10
Q5FVE4,Ensembl,ENSG00000130377.14
P07108,Ensembl,ENSG00000155368.18
Q6JQN1,Ensembl,ENSG00000111271.15
Q709F0,Ensembl,ENSG00000240303.8
P45954,Ensembl,ENSG00000196177.13
Q96AP0,Ensembl,ENSG00000102977.18
Q9BYF1,Ensembl,ENSG00000130234.13
Q8TDN7,Ensembl,ENSG00000167769.5
Q5QJU3,Ensembl,ENSG00000177076.6
Q9NUN7,Ensembl,ENSG00000078124.13
P22303,Ensembl,ENSG00000087085.16
P12821,Ensembl,ENSG00000159640.17
Q9GZZ6,Ensembl,ENSG00000129749.3
Q15822,Ensembl,ENSG00000120903.13
P32297,Ensembl,ENSG00000080644.16
P43681,Ensembl,ENSG00000101204.18
P30532,Ensembl,ENSG00000169684.13
Q15825,Ensembl,ENSG00000147434.9
P36544,Ensembl,ENSG00000175344.19
P36544,Ensembl,ENSG00000274542.1
Q9UGM1,Ensembl,ENSG00000174343.6
P02708,Ensembl,ENSG00000138435.16
P17787,Ensembl,ENSG00000160716.6
Q05901,Ensembl,ENSG00000147432.7
P30926,Ensembl,ENSG00000117971.12
P11230,Ensembl,ENSG00000170175.11
P11230,Ensembl,ENSG00000283946.2
Q07001,Ensembl,ENSG00000135902.10
Q04844,Ensembl,ENSG00000108556.10
P07510,Ensembl,ENSG00000196811.13
Q9UKV3,Ensembl,ENSG00000100813.15
Q07912,Ensembl,ENSG00000061938.21
Q6P4H8,Ensembl,ENSG00000150756.14
Q16570,Ensembl,ENSG00000213088.12
O00590,Ensembl,ENSG00000144648.16
P25106,Ensembl,ENSG00000144476.6
Q9NPB9,Ensembl,ENSG00000129048.7
Q5JWF8,Ensembl,ENSG00000288649.2
O96019,Ensembl,ENSG00000136518.17
O94805,Ensembl,ENSG00000077080.10
Q9Y615,Ensembl,ENSG00000187003.7
Q9Y614,Ensembl,ENSG00000148156.8
P53396,Ensembl,ENSG00000131473.17
P11229,Ensembl,ENSG00000168539.4
P08172,Ensembl,ENSG00000181072.12
P20309,Ensembl,ENSG00000133019.12
P08173,Ensembl,ENSG00000180720.8
P08912,Ensembl,ENSG00000184984.10
Q8TDX5,Ensembl,ENSG00000153086.14
Q8WXI4,Ensembl,ENSG00000162390.18
Q8WYK0,Ensembl,ENSG00000172497.9
Q9NPJ3,Ensembl,ENSG00000112304.11
P21399,Ensembl,ENSG00000122729.19
Q99798,Ensembl,ENSG00000100412.17
Q86TX2,Ensembl,ENSG00000184227.8
P49753,Ensembl,ENSG00000119673.16
Q8N9L9,Ensembl,ENSG00000177465.5
Q3I5F7,Ensembl,ENSG00000205669.4
O14734,Ensembl,ENSG00000101473.17
Q9Y305,Ensembl,ENSG00000123130.17
Q15067,Ensembl,ENSG00000161533.12
Q99424,Ensembl,ENSG00000168306.13
O15254,Ensembl,ENSG00000087008.16
Q9NUZ1,Ensembl,ENSG00000153093.20
Q6ZNF0,Ensembl,ENSG00000183760.11
P13798,Ensembl,ENSG00000164062.13
O14561,Ensembl,ENSG00000004779.10
Q8NEB7,Ensembl,ENSG00000111644.8
P10323,Ensembl,ENSG00000100312.11
P10323,Ensembl,ENSG00000283539.2
Q08AH3,Ensembl,ENSG00000183747.12
Q68CK6,Ensembl,ENSG00000066813.14
Q9NUB1,Ensembl,ENSG00000154930.15
Q9NR19,Ensembl,ENSG00000131069.20
Q96CM8,Ensembl,ENSG00000167107.13
Q4G176,Ensembl,ENSG00000176715.17
Q4L235,Ensembl,ENSG00000157426.14
P33121,Ensembl,ENSG00000151726.16
O95573,Ensembl,ENSG00000123983.15
O60488,Ensembl,ENSG00000068366.21
Q9ULC5,Ensembl,ENSG00000197142.11
Q9UKU0,Ensembl,ENSG00000164398.15
Q08AH1,Ensembl,ENSG00000166743.10
Q53FZ2,Ensembl,ENSG00000005187.12
P0C7M7,Ensembl,ENSG00000215009.6
Q6NUN0,Ensembl,ENSG00000183549.10
Q6P461,Ensembl,ENSG00000173124.15
Q9H6R3,Ensembl,ENSG00000111058.8
P62736,Ensembl,ENSG00000107796.13
Q562R1,Ensembl,ENSG00000169067.4
P60709,Ensembl,ENSG00000075624.17
P68032,Ensembl,ENSG00000159251.8
P63261,Ensembl,ENSG00000184009.13
Q01718,Ensembl,ENSG00000185231.5
P63267,Ensembl,ENSG00000163017.14
Q9H568,Ensembl,ENSG00000117148.8
Q8TC94,Ensembl,ENSG00000181786.5
Q5BKX5,Ensembl,ENSG00000188493.15
P12814,Ensembl,ENSG00000072110.16
P35609,Ensembl,ENSG00000077522.15
Q08043,Ensembl,ENSG00000248746.6
O43707,Ensembl,ENSG00000130402.14
O43707,Ensembl,ENSG00000282844.2
P68133,Ensembl,ENSG00000143632.15
Q8TDG2,Ensembl,ENSG00000123165.9
Q8TDY3,Ensembl,ENSG00000169717.7
Q9BYD9,Ensembl,ENSG00000184378.3
P42025,Ensembl,ENSG00000115073.8
P61163,Ensembl,ENSG00000138107.13
P36896,Ensembl,ENSG00000135503.13
Q8NER5,Ensembl,ENSG00000123612.16
P37023,Ensembl,ENSG00000139567.13
Q04771,Ensembl,ENSG00000115170.16
Q03154,Ensembl,ENSG00000243989.9
P45381,Ensembl,ENSG00000108381.11
Q96HD9,Ensembl,ENSG00000132744.8
P07311,Ensembl,ENSG00000119640.9
P14621,Ensembl,ENSG00000170634.13
O14672,Ensembl,ENSG00000137845.15
O75078,Ensembl,ENSG00000073670.14
O43184,Ensembl,ENSG00000148848.15
Q13444,Ensembl,ENSG00000143537.14
P78536,Ensembl,ENSG00000151694.15
Q9Y3Q7,Ensembl,ENSG00000168619.16
Q9Y3Q7,Ensembl,ENSG00000278548.4
Q9H013,Ensembl,ENSG00000135074.16
P35348,Ensembl,ENSG00000120907.18
P35368,Ensembl,ENSG00000170214.5
P25100,Ensembl,ENSG00000171873.8
O43506,Ensembl,ENSG00000134007.5
Q9UKJ8,Ensembl,ENSG00000139985.8
Q9P0K1,Ensembl,ENSG00000008277.15
O75077,Ensembl,ENSG00000114948.13
Q9UKQ2,Ensembl,ENSG00000042980.14
Q9UKF5,Ensembl,ENSG00000168594.15
P08913,Ensembl,ENSG00000150594.7
P18089,Ensembl,ENSG00000274286.2
P18825,Ensembl,ENSG00000184160.8
Q9NZK5,Ensembl,ENSG00000093072.19
Q9UKF2,Ensembl,ENSG00000134249.7
Q8TC27,Ensembl,ENSG00000197140.15
Q8TC27,Ensembl,ENSG00000275594.4
Q9BZ11,Ensembl,ENSG00000149451.19
Q96M93,Ensembl,ENSG00000164113.11
Q8NCV1,Ensembl,ENSG00000140955.11
Q6DHV7,Ensembl,ENSG00000168803.16
Q99965,Ensembl,ENSG00000104755.16
Q99965,Ensembl,ENSG00000276286.4
Q9H2U9,Ensembl,ENSG00000069206.15
P78325,Ensembl,ENSG00000151651.16
Q13443,Ensembl,ENSG00000168615.13
O75689,Ensembl,ENSG00000105963.15
Q9NPF8,Ensembl,ENSG00000184060.11
O00116,Ensembl,ENSG00000018510.18
Q9BUB4,Ensembl,ENSG00000065457.11
Q7Z6V5,Ensembl,ENSG00000189007.16
P00813,Ensembl,ENSG00000196839.14
Q86TW2,Ensembl,ENSG00000063761.16
Q7Z695,Ensembl,ENSG00000133597.11
Q3MIX3,Ensembl,ENSG00000173137.12
Q3MIX3,Ensembl,ENSG00000285451.2
Q6P093,Ensembl,ENSG00000197953.6
Q6P093,Ensembl,ENSG00000261846.2
Q5VUY0,Ensembl,ENSG00000188984.12
Q5VUY2,Ensembl,ENSG00000204518.3
Q08828,Ensembl,ENSG00000164742.16
Q08462,Ensembl,ENSG00000078295.17
O60266,Ensembl,ENSG00000138031.15
Q8NFM4,Ensembl,ENSG00000129467.14
Q8NFM4,Ensembl,ENSG00000284814.1
O95622,Ensembl,ENSG00000173175.16
O43306,Ensembl,ENSG00000174233.12
P51828,Ensembl,ENSG00000121281.13
P40145,Ensembl,ENSG00000155897.10
O60503,Ensembl,ENSG00000162104.10
Q96PN6,Ensembl,ENSG00000143199.18
P35611,Ensembl,ENSG00000087274.19
P35612,Ensembl,ENSG00000075340.23
Q9UEY8,Ensembl,ENSG00000148700.15
O15204,Ensembl,ENSG00000134028.14
Q8N7X0,Ensembl,ENSG00000118492.18
P07327,Ensembl,ENSG00000187758.8
P00325,Ensembl,ENSG00000196616.14
P00326,Ensembl,ENSG00000248144.6
P08319,Ensembl,ENSG00000198099.10
P28332,Ensembl,ENSG00000172955.17
P40394,Ensembl,ENSG00000196344.12
P11766,Ensembl,ENSG00000197894.12
Q0VDE8,Ensembl,ENSG00000182035.13
Q5T7M4,Ensembl,ENSG00000184163.3
Q15848,Ensembl,ENSG00000181092.10
Q9Y2D8,Ensembl,ENSG00000117155.17
Q15847,Ensembl,ENSG00000148671.14
P55263,Ensembl,ENSG00000156110.15
Q7Z4H4,Ensembl,ENSG00000128165.9
C9JUS6,Ensembl,ENSG00000224420.4
P35318,Ensembl,ENSG00000148926.10
Q6IQ32,Ensembl,ENSG00000101544.9
Q9H2P0,Ensembl,ENSG00000101126.18
Q9BRR6,Ensembl,ENSG00000159322.18
Q9NRN7,Ensembl,ENSG00000149313.11
P54922,Ensembl,ENSG00000144843.12
Q3LIE5,Ensembl,ENSG00000170222.12
Q9NX46,Ensembl,ENSG00000116863.11
P08588,Ensembl,ENSG00000043591.6
P07550,Ensembl,ENSG00000169252.6
P13945,Ensembl,ENSG00000188778.6
Q16186,Ensembl,ENSG00000130706.13
P22570,Ensembl,ENSG00000161513.12
P12235,Ensembl,ENSG00000151729.11
P05141,Ensembl,ENSG00000005022.6
P12236,Ensembl,ENSG00000169100.14
Q9H0C2,Ensembl,ENSG00000151475.6
Q96IZ2,Ensembl,ENSG00000111863.13
P10109,Ensembl,ENSG00000137714.3
Q8IUX7,Ensembl,ENSG00000106624.11
Q6ZN18,Ensembl,ENSG00000139154.16
Q96SZ5,Ensembl,ENSG00000181915.5
Q6UXC1,Ensembl,ENSG00000177943.14
Q8WTP8,Ensembl,ENSG00000181026.15
P55197,Ensembl,ENSG00000078403.17
P55198,Ensembl,ENSG00000275851.4
P55198,Ensembl,ENSG00000275023.5
Q8TED9,Ensembl,ENSG00000157510.14
Q8N4X5,Ensembl,ENSG00000169129.16
Q13015,Ensembl,ENSG00000213190.4
P42568,Ensembl,ENSG00000171843.17
P55196,Ensembl,ENSG00000130396.22
P43652,Ensembl,ENSG00000079557.5
Q8N556,Ensembl,ENSG00000196526.11
P51825,Ensembl,ENSG00000172493.23
P51816,Ensembl,ENSG00000155966.14
P51826,Ensembl,ENSG00000144218.21
Q9UHB7,Ensembl,ENSG00000072364.13
Q8WV93,Ensembl,ENSG00000135537.17
Q9Y4W6,Ensembl,ENSG00000141385.12
Q6ULP2,Ensembl,ENSG00000119844.17
Q5BKT4,Ensembl,ENSG00000139133.7
Q5I7T1,Ensembl,ENSG00000175548.9
C9J202,Ensembl,ENSG00000251287.9
P06280,Ensembl,ENSG00000102393.14
Q9UPQ3,Ensembl,ENSG00000157985.20
Q99490,Ensembl,ENSG00000135439.12
Q96P47,Ensembl,ENSG00000133612.19
Q96P64,Ensembl,ENSG00000188234.15
A6NIR3,Ensembl,ENSG00000172650.15
Q5VW22,Ensembl,ENSG00000204149.16
Q5VTM2,Ensembl,ENSG00000204172.12
P52594,Ensembl,ENSG00000173744.18
O95081,Ensembl,ENSG00000106351.13
Q8N302,Ensembl,ENSG00000164252.13
Q53H12,Ensembl,ENSG00000006530.18
Q53H12,Ensembl,ENSG00000262327.7
O95394,Ensembl,ENSG00000013375.17
Q9UL18,Ensembl,ENSG00000092847.14
Q9UKV8,Ensembl,ENSG00000123908.12
Q9H9G7,Ensembl,ENSG00000126070.20
Q9HCK5,Ensembl,ENSG00000134698.11
O95994,Ensembl,ENSG00000106541.12
Q8TD06,Ensembl,ENSG00000173467.9
Q86SQ6,Ensembl,ENSG00000197177.16
Q96PE1,Ensembl,ENSG00000020181.18
Q8IWK6,Ensembl,ENSG00000152990.14
O14514,Ensembl,ENSG00000181790.12
O60241,Ensembl,ENSG00000121753.13
O60242,Ensembl,ENSG00000135298.15
Q6QNK2,Ensembl,ENSG00000111452.13
Q7Z7M1,Ensembl,ENSG00000180264.12
Q14246,Ensembl,ENSG00000174837.15
Q9UHX3,Ensembl,ENSG00000127507.18
Q9BY15,Ensembl,ENSG00000131355.15
P48960,Ensembl,ENSG00000123146.20
Q5T601,Ensembl,ENSG00000153292.16
Q8IZF5,Ensembl,ENSG00000173567.16
Q8IZF3,Ensembl,ENSG00000153294.12
Q8IZF2,Ensembl,ENSG00000069122.19
Q9Y653,Ensembl,ENSG00000205336.14
Q8IZP9,Ensembl,ENSG00000173698.18
Q86Y34,Ensembl,ENSG00000182885.17
Q8IZF6,Ensembl,ENSG00000156920.11
Q8IZF4,Ensembl,ENSG00000159618.16
Q86SQ4,Ensembl,ENSG00000112414.15
Q96K78,Ensembl,ENSG00000144820.8
O00468,Ensembl,ENSG00000188157.15
O94910,Ensembl,ENSG00000072071.17
O94910,Ensembl,ENSG00000288324.1
O95490,Ensembl,ENSG00000117114.21
Q9HAR2,Ensembl,ENSG00000150471.17
Q9HBW9,Ensembl,ENSG00000162618.15
O00253,Ensembl,ENSG00000159723.5
Q8WXG9,Ensembl,ENSG00000164199.18
P21549,Ensembl,ENSG00000172482.5
Q9BYV1,Ensembl,ENSG00000113492.14
P30556,Ensembl,ENSG00000144891.19
P50052,Ensembl,ENSG00000180772.8
Q5TGY3,Ensembl,ENSG00000126705.15
Q8N157,Ensembl,ENSG00000135541.22
Q8IVF2,Ensembl,ENSG00000185567.7
Q09666,Ensembl,ENSG00000124942.14
P35869,Ensembl,ENSG00000106546.14
O95433,Ensembl,ENSG00000100591.8
Q9NZD4,Ensembl,ENSG00000169877.10
Q9GZX7,Ensembl,ENSG00000111732.12
Q96BJ3,Ensembl,ENSG00000186063.13
Q9BQI0,Ensembl,ENSG00000126878.13
P55008,Ensembl,ENSG00000204472.13
P55008,Ensembl,ENSG00000206428.9
P55008,Ensembl,ENSG00000235985.7
P55008,Ensembl,ENSG00000237727.7
P55008,Ensembl,ENSG00000234836.7
P55008,Ensembl,ENSG00000235588.8
O95831,Ensembl,ENSG00000156709.15
Q96NN9,Ensembl,ENSG00000183773.16
Q9NVV5,Ensembl,ENSG00000146416.19
O14862,Ensembl,ENSG00000163568.16
Q12904,Ensembl,ENSG00000164022.18
Q13155,Ensembl,ENSG00000106305.10
Q16352,Ensembl,ENSG00000148798.11
Q9NZN9,Ensembl,ENSG00000129221.16
O00170,Ensembl,ENSG00000110711.11
O43918,Ensembl,ENSG00000160224.17
Q9UKB5,Ensembl,ENSG00000196581.11
C9J069,Ensembl,ENSG00000232434.3
Q96IF1,Ensembl,ENSG00000129474.16
Q02040,Ensembl,ENSG00000197976.12
P14550,Ensembl,ENSG00000117448.14
O60218,Ensembl,ENSG00000198074.10
C9JRZ8,Ensembl,ENSG00000227471.9
Q04828,Ensembl,ENSG00000187134.14
P52895,Ensembl,ENSG00000151632.18
P42330,Ensembl,ENSG00000196139.14
P17516,Ensembl,ENSG00000198610.11
P51857,Ensembl,ENSG00000122787.15
Q53H64,Ensembl,ENSG00000167117.10
O43572,Ensembl,ENSG00000108599.15
Q9UKA4,Ensembl,ENSG00000023516.9
Q02952,Ensembl,ENSG00000131016.17
Q86UN6,Ensembl,ENSG00000186471.13
O43687,Ensembl,ENSG00000118507.18
Q9P0M2,Ensembl,ENSG00000118507.18
P0CW23,Ensembl,ENSG00000231824.4
Q92667,Ensembl,ENSG00000121057.13
O75969,Ensembl,ENSG00000111254.8
Q5JQC9,Ensembl,ENSG00000147081.15
P24588,Ensembl,ENSG00000179841.8
Q13023,Ensembl,ENSG00000151320.11
O43823,Ensembl,ENSG00000105127.10
Q99996,Ensembl,ENSG00000127914.19
Q5T2L2,Ensembl,ENSG00000264006.9
Q96JD6,Ensembl,ENSG00000165568.18
Q495B1,Ensembl,ENSG00000166839.18
A6NHY2,Ensembl,ENSG00000189045.15
Q9P2G1,Ensembl,ENSG00000001629.10
Q9NQ31,Ensembl,ENSG00000166452.12
Q9NWT8,Ensembl,ENSG00000175756.14
Q9H9L7,Ensembl,ENSG00000174574.16
Q53H80,Ensembl,ENSG00000135334.9
Q7Z591,Ensembl,ENSG00000106948.17
Q5T1N1,Ensembl,ENSG00000162641.20
Q12802,Ensembl,ENSG00000170776.22
Q9ULX6,Ensembl,ENSG00000011243.19
P31749,Ensembl,ENSG00000142208.18
P31751,Ensembl,ENSG00000105221.18
Q9Y243,Ensembl,ENSG00000117020.19
Q9Y243,Ensembl,ENSG00000275199.4
Q9H8T0,Ensembl,ENSG00000166971.17
Q96B36,Ensembl,ENSG00000204673.11
Q8N8R7,Ensembl,ENSG00000152219.5
P00352,Ensembl,ENSG00000165092.13
O94788,Ensembl,ENSG00000128918.15
P47895,Ensembl,ENSG00000184254.17
