# Feature,NegativeMSE, R2, Negative_MedianAbsoluteError, explained_variance,SVs-Trees-Neurons, Distance, RMSE, correlation, Weighted_Sum, Classification_Model
5.555555555555555247e-02,9.880944281121888384e-01,-1.021282776143515036e-01,9.358932198781877432e-01,4.041224212485847178e-01,8.193979933110367986e-01,9.906249999999999778e-01,9.878531021298279091e-01,3.350257481024505046e-01,1.479629338192575583e+00,2.999000000000000110e+00
5.000000000000000278e-02,9.873506970649001957e-01,1.055629439238025061e-02,9.381268773130820859e-01,4.103867437894134218e-01,8.193979933110367986e-01,9.906249999999999778e-01,9.874070338415729120e-01,3.450402136894508698e-01,1.492713569665104156e+00,2.999000000000000110e+00
5.555555555555555247e-02,9.875251256810566591e-01,-9.999247433022163956e-02,9.357632329208891431e-01,3.885407901824028398e-01,8.193979933110367986e-01,9.906249999999999778e-01,9.875714198158815904e-01,3.346849860442666635e-01,1.477419195590041756e+00,2.999000000000000110e+00
5.882352941176470507e-02,9.867839896022062574e-01,-2.732390851400473553e-01,9.390666275057278911e-01,3.048556014503009393e-01,8.193979933110367986e-01,9.906249999999999778e-01,9.860840162835813327e-01,3.285172079385604849e-01,1.447927309642554006e+00,2.999000000000000110e+00
5.555555555555555247e-02,9.867333711940114993e-01,-1.567654291243363862e-01,9.377850268165861536e-01,3.804819194170140917e-01,8.193979933110367986e-01,9.906249999999999778e-01,9.860191575049764845e-01,3.285537908095322868e-01,1.468706858470053334e+00,2.999000000000000110e+00
5.555555555555555247e-02,9.872687952282974688e-01,2.800432126620655635e-03,9.360843597448957887e-01,4.171529960298760997e-01,8.193979933110367986e-01,9.906249999999999778e-01,9.875471906820274537e-01,3.387784413985021614e-01,1.492222769014609929e+00,2.999000000000000110e+00
5.555555555555555247e-02,9.885367171793040253e-01,-2.213504119866545050e-01,9.412655413148760530e-01,3.415608103027870657e-01,8.193979933110367986e-01,9.906249999999999778e-01,9.889228649248741343e-01,3.403970518648977706e-01,1.461235175231156980e+00,2.999000000000000110e+00
5.263157894736841813e-02,9.875790462844163953e-01,3.156984204665103100e-02,9.413922356625251675e-01,4.604599501149868601e-01,8.193979933110367986e-01,9.906249999999999778e-01,9.868393537915267633e-01,3.280922180735547089e-01,1.499574848310201380e+00,2.999000000000000110e+00
6.666666666666666574e-02,9.871395540952760950e-01,-2.769979137679365877e-01,9.390114276031933382e-01,2.846119095029281398e-01,8.193979933110367986e-01,9.906249999999999778e-01,9.872930132114351442e-01,3.243276477164115934e-01,1.446189587244055330e+00,2.999000000000000110e+00
6.250000000000000000e-02,9.869472029870804963e-01,-6.328089209472581578e-02,9.423305945000326478e-01,3.897358171130099747e-01,8.193979933110367986e-01,9.906249999999999778e-01,9.878069038012183833e-01,3.234975299931072135e-01,1.481273330721609272e+00,2.999000000000000110e+00
6.250000000000000000e-02,9.858338340852293991e-01,-3.782340895110166551e-02,9.355763160634784636e-01,3.726872617555284650e-01,8.193979933110367986e-01,9.906249999999999778e-01,9.853099096548024738e-01,3.249489890558020511e-01,1.480103933526871085e+00,2.999000000000000110e+00
5.000000000000000278e-02,9.877784857784590589e-01,-2.863270523924833430e-02,9.372402256543321819e-01,4.268087948739198723e-01,8.193979933110367986e-01,9.906249999999999778e-01,9.873026246804748052e-01,3.349987609229455598e-01,1.489433394665338861e+00,2.999000000000000110e+00
8.333333333333332871e-02,9.867915865523271268e-01,-4.168046144077990900e-01,9.387208718822629416e-01,1.535662125833385239e-01,8.193979933110367986e-01,9.906249999999999778e-01,9.863879809342032123e-01,3.376033387533431962e-01,1.418902331323665722e+00,2.999000000000000110e+00
5.263157894736841813e-02,9.883428116957736487e-01,7.511707217779720058e-02,9.423674435830583507e-01,4.806932785629325910e-01,8.193979933110367986e-01,9.906249999999999778e-01,9.877181195144683068e-01,3.241326698947102902e-01,1.507276252549901052e+00,2.999000000000000110e+00
6.666666666666666574e-02,9.862117265828411750e-01,-1.699161872710454602e-01,9.355463732909653496e-01,3.836962366056204665e-01,8.193979933110367986e-01,9.906249999999999778e-01,9.863957976161046304e-01,3.365047361578428209e-01,1.468934320245067093e+00,2.999000000000000110e+00
6.250000000000000000e-02,9.846790289706738308e-01,-8.095452561024483185e-01,9.358534306084821397e-01,-2.554148394945983669e-01,8.193979933110367986e-01,9.906249999999999778e-01,9.855392493174776058e-01,3.455709198476947241e-01,1.325632420799376154e+00,2.999000000000000110e+00
5.882352941176470507e-02,9.868638681652378564e-01,-4.298125485944995217e-01,9.421949900797051969e-01,1.784807619755814090e-01,4.949832775919732475e-01,9.906249999999999778e-01,9.872407248864087936e-01,3.436018917084086022e-01,1.382683478745746708e+00,2.999000000000000110e+00
5.263157894736841813e-02,9.878443478024006019e-01,4.847395904660260768e-02,9.358666672034477996e-01,4.281015797360108732e-01,8.193979933110367986e-01,9.906249999999999778e-01,9.875409465023101685e-01,3.352157480258400879e-01,1.498407994532958254e+00,2.999000000000000110e+00
6.250000000000000000e-02,9.851466258740727566e-01,-3.220826290643142298e-01,9.371205956887611599e-01,1.489607310014281205e-01,9.665551839464883166e-01,9.906249999999999778e-01,9.850856387930988500e-01,3.082698605557282479e-01,1.437541737740213099e+00,2.999000000000000110e+00
