# Feature,NegativeMSE, R2, Negative_MedianAbsoluteError, explained_variance,SVs-Trees-Neurons, Distance, RMSE, correlation, Weighted_Sum, Classification_Model
6.250000000000000000e-02,9.880066659243998961e-01,-4.224771336815276723e-01,9.406378657160533452e-01,1.604991008267204755e-01,8.795986622073578287e-01,9.906249999999999778e-01,9.878728294220033845e-01,3.453268858091651516e-01,1.426002763282641306e+00,2.999000000000000110e+00
4.545454545454545581e-02,9.889741061195974625e-01,-4.773895044665310734e-03,9.416314739168051284e-01,4.550753707203731291e-01,8.795986622073578287e-01,9.906249999999999778e-01,9.895062303261015213e-01,3.516417944095443504e-01,1.505319471465115022e+00,2.999000000000000110e+00
5.555555555555555247e-02,9.872142580398199918e-01,-1.256029810405038805e-01,9.412244970165969393e-01,3.562958288462949596e-01,8.795986622073578287e-01,9.906249999999999778e-01,9.870683243331180856e-01,3.443529841312364947e-01,1.478959494605317282e+00,2.999000000000000110e+00
5.882352941176470507e-02,9.876861954994174964e-01,-2.816453519247565929e-01,9.366254870834208601e-01,3.385677183542065150e-01,8.795986622073578287e-01,9.906249999999999778e-01,9.890544562397236561e-01,3.367458389840786159e-01,1.459403588372218508e+00,2.999000000000000110e+00
5.000000000000000278e-02,9.842629348779968756e-01,-2.176706170984522792e+00,9.072515504255467267e-01,5.272588619382585495e-01,3.498471382865268597e-01,9.906249999999999778e-01,9.843118261839005623e-01,4.076230587622232671e-01,1.210246179265767053e+00,1.601803787889073627e+00
5.263157894736841813e-02,9.891841500369241702e-01,8.447507342432121480e-02,9.376059878627582833e-01,5.268973156850561557e-01,8.795986622073578287e-01,9.906249999999999778e-01,9.888381820526388477e-01,3.420908808477448604e-01,1.522664353488498712e+00,2.999000000000000110e+00
5.263157894736841813e-02,9.885581039300311845e-01,-6.407474073302957263e-02,9.387379600467167240e-01,4.309844998851080078e-01,7.257525083612039740e-01,9.906249999999999778e-01,9.889513953703630289e-01,3.468606145621268566e-01,1.478380539526685356e+00,2.999000000000000110e+00
5.263157894736841813e-02,9.869630168986309737e-01,-1.128034300546460200e-01,9.408686531910089856e-01,3.437426924385063032e-01,8.795986622073578287e-01,9.906249999999999778e-01,9.867252147959655328e-01,3.383802290414469893e-01,1.477641529950368682e+00,2.999000000000000110e+00
4.761904761904761640e-02,9.880559844500373945e-01,5.535034220054833864e-02,9.366435724049915201e-01,5.094295813893279234e-01,8.795986622073578287e-01,9.906249999999999778e-01,9.897500244216722587e-01,3.511297806150454615e-01,1.516675650595373570e+00,2.999000000000000110e+00
6.666666666666666574e-02,9.882222101740396614e-01,-2.055833938825832319e-01,9.430150791072298144e-01,2.428303250655747259e-01,8.795986622073578287e-01,9.906249999999999778e-01,9.881760778139165868e-01,3.440664423585221288e-01,1.460110217897453433e+00,2.999000000000000110e+00
