UniprotID,Protein_Accession
P27091,NM_057992.3
P41572,NP_001259175.1
P41572,NM_001272246.1
P41572,NP_476860.2
P41572,NM_057512.3
Q9VZ64,NP_572656.1
Q9VZ64,NM_132428.3
Q59E04,NP_001014608.1
Q59E04,NM_001014608.2
Q59E04,NP_620471.3
Q59E04,NM_138986.4
P13368,NP_511114.2
P13368,NM_078559.3
P16375-1,NP_524325.1
P16375-1,NM_079601.3
P16375-2,NP_731682.1
P16375-2,NM_169459.2
P16376-1,NP_731681.1
P16376-1,NM_169458.1
O46197,NP_523512.2
O46197,NM_078788.3
O46203,NP_001285829.1
O46203,NM_001298900.1
O46203,NP_477328.2
O46203,NM_057980.5
O46227,NP_523550.3
O46227,NM_078826.4
Q9V3R1,NP_001286040.1
Q9V3R1,NM_001299111.1
Q9V3R1,NP_523594.1
Q9V3R1,NM_078870.3
P18487,NP_476608.1
P18487,NM_057260.4
P14599,NP_476626.2
P14599,NM_057278.5
O46199,NP_477151.1
O46199,NM_057803.5
O46202,NP_523892.1
O46202,NM_079168.3
O46200,NP_001303386.1
O46200,NM_001316457.1
O46200,NP_523906.2
O46200,NM_079182.3
O46341,NP_001259141.1
O46341,NM_001272212.1
O46341,NP_001259142.1
O46341,NM_001272213.1
O46341,NP_477309.1
O46341,NM_057961.5
P05623,NP_524057.2
P05623,NM_079333.2
Q9VVW1,NP_524153.1
Q9VVW1,NM_079429.2
P16548,NP_524898.1
P16548,NM_080159.3
O46201,NP_001263026.1
O46201,NM_001276097.2
Q9W351,NP_001285049.1
Q9W351,NM_001298120.1
Q9W351,NP_572557.1
Q9W351,NM_132329.4
Q9VM95,NP_609066.1
Q9VM95,NM_135222.3
Q7JUN3,NP_001245409.1
Q7JUN3,NM_001258480.1
Q7JUN3,NP_651906.1
Q7JUN3,NM_143649.3
Q7JUN3,NP_726542.1
Q7JUN3,NM_166736.4
Q7JUN3,NP_726543.1
Q7JUN3,NM_166737.3
Q7JUN3,NP_726544.1
Q7JUN3,NM_166738.3
Q7JUN3,NP_726546.1
Q7JUN3,NM_166740.2
Q9VSS1,NP_648272.1
Q9VSS1,NM_140015.3
Q9VSS1,NP_729435.1
Q9VSS1,NM_168306.2
P29555-2,NP_001163632.1
P29555-2,NM_001170161.2
P29555-2,NP_001247145.1
P29555-2,NM_001260216.2
P29555-2,NP_476693.1
P29555-2,NM_057345.5
P29555-1,NP_732176.1
P29555-1,NM_169733.5
P09087-2,NP_001303471.1
P09087-2,NM_001316542.1
P09087-1,NP_001303472.1
P09087-1,NM_001316543.1
P09087-2,NP_001303474.1
P09087-2,NM_001316545.1
P09087-1,NP_524896.2
P09087-1,NM_080157.3
P09087-2,NP_650577.1
P09087-2,NM_142320.2
P09087-2,NP_732180.1
P09087-2,NM_169735.2
P09087-2,NP_732181.1
P09087-2,NM_169736.2
P09087-2,NP_996220.1
P09087-2,NM_206498.2
Q24093,NP_001245852.1
Q24093,NM_001258923.2
Q24093,NP_608751.2
Q24093,NM_134907.4
Q9VFR1,NP_650316.1
Q9VFR1,NM_142059.3
P00522,NP_001287085.1
P00522,NM_001300156.1
P00522,NP_524843.2
P00522,NM_080104.3
Q24174-2,NP_001162952.1
Q24174-2,NM_001169481.2
Q24174-2,NP_001260379.1
Q24174-2,NM_001273450.1
Q24174-1,NP_476562.1
Q24174-1,NM_057214.5
Q24174-2,NP_476563.1
Q24174-2,NM_057215.5
Q9VP76-2,NP_001246857.1
Q9VP76-2,NM_001259928.2
Q9VP76-1,NP_524194.3
Q9VP76-1,NM_079470.5
Q9VSA3,NP_648149.1
Q9VSA3,NM_139892.3
Q9VIP7,NP_610020.1
Q9VIP7,NM_136176.4
P42281,NP_523952.2
P42281,NM_079228.3
P42281,NP_729218.1
P42281,NM_168192.3
Q9VLJ6,NP_001260258.1
Q9VLJ6,NM_001273329.1
Q9VLJ6,NP_477195.1
Q9VLJ6,NM_057847.4
P07140,NP_001163600.1
P07140,NM_001170129.2
P07140,NP_476953.1
P07140,NM_057605.5
Q10714,NP_001285915.1
Q10714,NM_001298986.1
Q10714,NP_477046.1
Q10714,NM_057698.5
Q10714,NP_723852.1
Q10714,NM_165070.3
P09478,NP_001262917.1
P09478,NM_001275988.2
P09478,NP_524481.2
P09478,NM_079757.4
P17644,NP_524482.1
P17644,NM_079758.3
P17644,NP_733001.1
P17644,NM_170146.2
P04755,NP_523927.2
P04755,NM_079203.3
P25162-1,NP_524483.1
P25162-1,NM_079759.4
P25162-2,NP_733002.1
P25162-2,NM_170147.3
Q9I7F7,NP_477086.2
Q9I7F7,NM_057738.4
Q9I7F7,NP_477087.3
Q9I7F7,NM_057739.4
Q9VZI2,NP_647859.1
Q9VZI2,NM_139602.3
P16395-1,NP_523844.2
P16395-1,NM_079120.3
P16395-2,NP_726440.1
P16395-2,NM_166668.2
Q7KML2,NP_611264.2
Q7KML2,NM_137420.3
Q94519-2,NP_477002.1
Q94519-2,NM_057654.4
Q94519,NP_477003.1
Q94519,NM_057655.4
Q9VP61,NP_001014599.2
Q9VP61,NM_001014599.2
Q9VP61,NP_524196.2
Q9VP61,NM_079472.3
Q9VP61,NP_730611.1
Q9VP61,NM_168894.3
Q9VLL0,NP_609230.2
Q9VLL0,NM_135386.5
Q9VLL0,NP_995660.2
Q9VLL0,NM_205938.2
P10987,NP_001014725.1
P10987,NM_001014725.2
P10987,NP_001014726.1
P10987,NM_001014726.2
P10987,NP_001284915.1
P10987,NM_001297986.1
P10987,NP_511052.1
P10987,NM_078497.4
P10987,NP_727048.1
P10987,NM_167053.2
P02572,NP_523625.1
P02572,NM_078901.3
P53501,NP_523800.1
P53501,NM_079076.4
P02574,NP_001262200.1
P02574,NM_001275271.1
P02574,NP_524210.1
P02574,NM_079486.4
P10981,NP_001287314.1
P10981,NM_001300385.1
P10981,NP_477091.1
P10981,NM_057743.5
P10981,NP_731812.1
P10981,NM_169525.2
P83967,NP_524367.1
P83967,NM_079643.2
Q9VCE8,NP_788728.1
Q9VCE8,NM_176551.3
P18091-4,NP_001188532.1
P18091-4,NM_001201603.2
P18091-4,NP_001188533.1
P18091-4,NM_001201604.2
P18091-3,NP_001259165.1
P18091-3,NM_001272236.1
P18091-3,NP_001259166.1
P18091-3,NM_001272237.1
P18091-3,NP_001259167.1
P18091-3,NM_001272238.1
P18091-5,NP_477484.2
P18091-5,NM_058136.4
P18091-3,NP_477485.1
P18091-3,NM_058137.6
P18091-4,NP_726784.1
P18091-4,NM_166920.2
P45891,NP_477037.2
P45891,NM_057689.4
P45889,NP_524331.2
P45889,NM_079607.3
Q9VK50,NP_652601.3
Q9VK50,NM_144344.3
P56544,NP_001285916.1
P56544,NM_001298987.1
P56544,NP_523563.1
P56544,NM_078839.3
Q9VF36,NP_001262612.1
Q9VF36,NM_001275683.1
Q9VF36,NP_650491.1
Q9VF36,NM_142234.2
Q9VAC5-2,NP_651759.4
Q9VAC5-2,NM_143502.4
Q9VAC5-1,NP_733334.1
Q9VAC5-1,NM_170455.3
Q9VHH7,NP_649866.1
Q9VHH7,NM_141609.3
Q9NII1,NP_001245469.1
Q9NII1,NM_001258540.1
Q9NII1,NP_569940.2
Q9NII1,NM_130584.4
Q9NII1-3,NP_726761.2
Q9NII1-3,NM_166903.3
Q9V778,NP_001188935.1
Q9V778,NM_001202006.1
Q9V778,NP_001188936.1
Q9V778,NM_001202007.2
Q9V778,NP_001188937.1
Q9V778,NM_001202008.1
Q9V778,NP_611006.1
Q9V778,NM_137162.3
Q9V3R6,NP_001260450.1
Q9V3R6,NM_001273521.1
Q9V3R6,NP_609676.1
Q9V3R6,NM_135832.3
Q9W133,NP_001286851.1
Q9W133,NM_001299922.1
Q9W133,NP_611947.2
Q9W133,NM_138103.3
Q9VW60,NP_524173.2
Q9VW60,NM_079449.4
P05552-2,NP_724481.1
P05552-2,NM_165479.2
P05552-2,NP_724482.1
P05552-2,NM_165480.2
P05552-1,NP_995750.1
P05552-1,NM_206028.2
P91615,NP_001027272.1
P91615,NM_001032101.2
P91615,NP_001285938.1
P91615,NM_001299009.1
P91615,NP_477495.1
P91615,NM_058147.4
P46415,NP_524310.1
P46415,NM_079586.4
P00334,NP_001027266.1
P00334,NM_001032095.2
P00334,NP_001027267.1
P00334,NM_001032096.2
P00334,NP_001027268.1
P00334,NM_001032097.2
P00334,NP_001027269.1
P00334,NM_001032098.2
P00334,NP_001027270.1
P00334,NM_001032099.2
Q9VCY8-1,NP_001247239.1
Q9VCY8-1,NM_001260310.2
Q9VCY8-1,NP_001262844.1
Q9VCY8-1,NM_001275915.1
Q9VCY8-1,NP_651061.1
Q9VCY8-1,NM_142804.3
Q9VCY8-1,NP_732758.1
Q9VCY8-1,NM_170019.2
Q9VCY8-2,NP_732759.2
Q9VCY8-2,NM_170020.2
Q7K2G1-2,NP_001137662.1
Q7K2G1-2,NM_001144190.2
Q7K2G1-2,NP_001137663.1
Q7K2G1-2,NM_001144191.2
Q7K2G1-1,NP_001137664.1
Q7K2G1-1,NM_001144192.2
Q7K2G1-2,NP_001286397.1
Q7K2G1-2,NM_001299468.1
Q7K2G1-1,NP_610917.1
Q7K2G1-1,NM_137073.3
Q7K2G1-1,NP_725346.1
Q7K2G1-1,NM_166025.2
Q9V3T9,NP_477150.1
Q9V3T9,NM_057802.6
Q26365-2,NP_001285090.1
Q26365-2,NM_001298161.1
Q26365-2,NP_511109.1
Q26365-2,NM_078554.3
Q26365-1,NP_727448.1
Q26365-1,NM_167246.2
Q26365-1,NP_727449.1
Q26365-1,NM_167247.2
Q26365-2,NP_727450.1
Q26365-2,NM_167248.2
P37193,NP_001189075.1
P37193,NM_001202146.1
P37193,NP_523993.1
P37193,NM_079269.3
Q8SZA8,NP_647889.2
Q8SZA8,NM_139632.3
P39413,NP_524200.1
P39413,NM_079476.3
P39413,NP_730630.1
P39413,NM_168903.3
P39413,NP_730631.1
P39413,NM_168904.3
Q9VQI9-2,NP_001137772.1
Q9VQI9-2,NM_001144300.2
Q9VQI9-2,NP_001137773.1
Q9VQI9-2,NM_001144301.1
Q9VQI9-2,NP_001137774.1
Q9VQI9-2,NM_001144302.2
Q9VQI9-1,NP_001137775.1
Q9VQI9-1,NM_001144303.1
Q9VQI9-2,NP_001259973.1
Q9VQI9-2,NM_001273044.1
Q9VQI9-1,NP_523464.1
Q9VQI9-1,NM_078740.3
Q9VQI9-1,NP_722863.1
Q9VQI9-1,NM_164516.2
Q9VQI9-1,NP_722864.1
Q9VQI9-1,NM_164517.1
Q9VUQ5-1,NP_648775.1
Q9VUQ5-1,NM_140518.3
Q9VUQ5-2,NP_730054.1
Q9VUQ5-2,NM_168626.3
Q7PLK0-1,NP_001036627.2
Q7PLK0-1,NM_001043162.3
Q7PLK0-1,NP_001036628.2
Q7PLK0-1,NM_001043163.3
Q7PLK0-1,NP_001036629.2
Q7PLK0-1,NM_001043164.3
Q7PLK0-2,NP_001163498.1
Q7PLK0-2,NM_001170027.2
Q9VU95,NP_648665.1
Q9VU95,NM_140408.3
Q9W3Z3,NP_511062.1
Q9W3Z3,NM_078507.2
Q9VQ79-1,NP_608649.2
Q9VQ79-1,NM_134805.4
Q9VQ79-2,NP_722765.2
Q9VQ79-2,NM_164456.3
Q9VUR3,NP_648782.2
Q9VUR3,NM_140525.4
Q9VY77-1,NP_572930.3
Q9VY77-1,NM_132702.5
Q9VLL3-1,NP_001285751.1
Q9VLL3-1,NM_001298822.1
Q9VLL3-2,NP_001285752.1
Q9VLL3-2,NM_001298823.1
Q9VLL3-2,NP_477459.1
Q9VLL3-2,NM_058111.4
Q9VLL3-1,NP_477460.1
Q9VLL3-1,NM_058112.4
Q9VLL3-2,NP_723395.1
Q9VLL3-2,NM_164820.2
P61855,NP_523918.1
P61855,NM_079194.2
Q9VS59,NP_001189058.1
Q9VS59,NM_001202129.2
Q9VS59,NP_001189059.1
Q9VS59,NM_001202130.2
Q9VS59,NP_001189060.1
Q9VS59,NM_001202131.2
Q9VS59,NP_001261511.1
Q9VS59,NM_001274582.1
Q9VS59,NP_648113.1
Q9VS59,NM_139856.4
Q9VS59,NP_729249.1
Q9VS59,NM_168211.3
Q8INB9-2,NP_001287353.1
Q8INB9-2,NM_001300424.1
Q8INB9-2,NP_001287354.1
Q8INB9-2,NM_001300425.1
Q8INB9-1,NP_732113.3
Q8INB9-1,NM_169705.2
Q8INB9-2,NP_732114.1
Q8INB9-2,NM_169706.2
Q8INB9-2,NP_732115.1
Q8INB9-2,NM_169707.2
Q7K4V4-1,NP_524888.1
Q7K4V4-1,NM_080149.4
Q7K4V4-2,NP_724848.1
Q7K4V4-2,NM_165716.2
A1ZBR5,NP_611455.1
A1ZBR5,NM_137611.2
P07764-3,NP_001262985.1
P07764-3,NM_001276056.1
P07764-1,NP_001287541.1
P07764-1,NM_001300612.1
P07764-2,NP_524515.2
P07764-2,NM_079791.5
P07764-3,NP_733140.2
P07764-3,NM_170261.3
P07764-1,NP_733141.1
P07764-1,NM_170262.2
P07764-1,NP_733142.1
P07764-1,NM_170263.4
P07764-1,NP_733143.1
P07764-1,NM_170264.3
P07764-1,NP_733144.3
P07764-1,NM_170265.4
P07764-2,NP_733145.3
P07764-2,NM_170266.4
P07764-3,NP_996300.1
P07764-3,NM_206577.3
Q8T8L8,NP_729680.1
Q8T8L8,NM_168449.2
Q9VH78,NP_649939.1
Q9VH78,NM_141682.4
Q9VLQ1,NP_609202.1
Q9VLQ1,NM_135358.2
Q9VKX7,NP_001260338.1
Q9VKX7,NM_001273409.1
Q9VKX7,NP_609393.1
Q9VKX7,NM_135549.4
Q9W3V8,NP_572355.1
Q9W3V8,NM_132127.4
Q9VC44,NP_001287511.1
Q9VC44,NM_001300582.1
Q9VC44,NP_524489.2
Q9VC44,NM_079765.3
Q5BI31,NP_572175.3
Q5BI31,NM_131947.4
Q5BI31,NP_726937.3
Q5BI31,NM_167011.4
Q9VNZ8,NP_649347.1
Q9VNZ8,NM_141090.3
Q06453,NP_722629.1
Q06453,NM_164382.2
P15364,NP_476579.1
P15364,NM_057231.4
P15364,NP_788589.1
P15364,NM_176412.2
Q9VPN2,NP_001259813.1
Q9VPN2,NM_001272884.1
Q9VPN2,NP_608515.1
Q9VPN2,NM_134671.2
Q24049,NP_523416.2
Q24049,NM_078692.2
Q9Y0A7,NP_477446.1
Q9Y0A7,NM_058098.3
Q9U4H5,NP_001245591.1
Q9U4H5,NM_001258662.2
Q9U4H5,NP_524644.1
Q9U4H5,NM_079905.3
P08144,NP_001286518.1
P08144,NM_001299589.1
P08144,NP_536346.1
P08144,NM_080421.4
P81641,NP_523768.1
P81641,NM_079044.2
O18408,NP_477262.1
O18408,NM_057914.4
Q9V895-2,NP_001097361.1
Q9V895-2,NM_001103891.3
Q9V895-2,NP_001163184.1
Q9V895-2,NM_001169713.2
Q9V895-1,NP_523780.1
Q9V895-1,NM_079056.4
Q9V895-1,NP_725732.1
Q9V895-1,NM_166258.3
Q26307,NP_477038.1
Q26307,NM_057690.3
P21663,NP_001287605.1
P21663,NM_001300676.1
P21663,NP_524587.1
P21663,NM_079848.3
Q24239,NP_477204.1
Q24239,NM_057856.5
Q9VCA8,NP_788733.1
Q9VCA8,NM_176556.2
Q9VCA8,NP_788734.1
Q9VCA8,NM_176557.2
Q8MQX9-3,NP_001285375.1
Q8MQX9-3,NM_001298446.1
Q8MQX9-1,NP_573221.2
Q8MQX9-1,NM_132993.3
Q8MQX9-1,NP_728082.2
Q8MQX9-1,NM_167569.2
Q8MQX9-2,NP_728083.2
Q8MQX9-2,NM_167570.2
Q9V4P1-1,NP_724582.1
Q9V4P1-1,NM_165543.2
Q9V4P1-2,NP_724583.1
Q9V4P1-2,NM_165544.2
Q9U6Y9-1,NP_477184.1
Q9U6Y9-1,NM_057836.4
Q9U6Y9-2,NP_725552.1
Q9U6Y9-2,NM_166158.2
Q9W1V1,NP_611753.4
Q9W1V1,NM_137909.5
P02833-1,NP_996167.1
P02833-1,NM_206445.1
P02833-1,NP_996168.1
P02833-1,NM_206446.1
P02833-1,NP_996170.1
P02833-1,NM_206448.1
P02833-1,NP_996175.1
P02833-1,NM_206453.1
P02833-2,NP_996176.1
P02833-2,NM_206454.1
P22465-1,NP_001162804.1
P22465-1,NM_001169333.2
P22465-2,NP_476615.1
P22465-2,NM_057267.4
Q9VXG4-2,NP_001259614.1
Q9VXG4-2,NM_001272685.1
Q9VXG4-3,NP_001259615.1
Q9VXG4-3,NM_001272686.1
Q9VXG4-1,NP_001259616.1
Q9VXG4-1,NM_001272687.1
Q9VXG4-2,NP_001259617.1
Q9VXG4-2,NM_001272688.1
Q9VXG4-1,NP_001259618.1
Q9VXG4-1,NM_001272689.1
Q9VXG4-2,NP_523370.1
Q9VXG4-2,NM_078646.3
Q9VXG4-1,NP_727978.1
Q9VXG4-1,NM_167519.2
P22464-3,NP_001262796.1
P22464-3,NM_001275867.1
P22464-3,NP_001262797.1
P22464-3,NM_001275868.1
P22464-2,NP_476603.1
P22464-2,NM_057255.3
P22464-1,NP_476604.1
P22464-1,NM_057256.4
P22464-2,NP_996252.1
P22464-2,NM_206530.2
P22464-3,NP_996253.1
P22464-3,NM_206531.2
P91926-1,NP_476819.2
P91926-1,NM_057471.6
P91926-2,NP_995607.1
P91926-2,NM_205885.2
P54362,NP_524785.2
P54362,NM_080046.3
Q9V831,NP_611223.4
Q9V831,NM_137379.5
Q9VTU1,NP_648551.3
Q9VTU1,NM_140294.4
Q9VQG2,NP_001259963.1
Q9VQG2,NM_001273034.1
Q9VQG2,NP_608710.1
Q9VQG2,NM_134866.3
Q24238-1,NP_524601.2
Q24238-1,NM_079862.3
Q24238-2,NP_733413.1
Q24238-2,NM_170534.2
Q9V431,NP_477454.1
Q9V431,NM_058106.5
A1Z9X0-1,NP_001036541.1
A1Z9X0-1,NM_001043076.3
A1Z9X0-5,NP_001036542.1
A1Z9X0-5,NM_001043077.3
A1Z9X0-4,NP_001036543.1
A1Z9X0-4,NM_001043078.2
A1Z9X0-2,NP_001036544.1
A1Z9X0-2,NM_001043079.2
A1Z9X0-3,NP_001036545.1
A1Z9X0-3,NM_001043080.3
A1Z9X0-1,NP_524892.2
A1Z9X0-1,NM_080153.5
A8JR14-1,NP_001097801.1
A8JR14-1,NM_001104331.2
A8JR14-2,NP_650455.1
A8JR14-2,NM_142198.3
Q9V496,NP_001259085.1
Q9V496,NM_001272156.1
Q9V496,NP_001284720.1
Q9V496,NM_001297791.1
Q9V496,NP_001284721.1
Q9V496,NM_001297792.1
Q9V496,NP_524634.2
Q9V496,NM_079895.3
Q9VB46,NP_477159.1
Q9VB46,NM_057811.4
Q9VFX3,NP_650270.1
Q9VFX3,NM_142013.3
A2VEY9-1,NP_001137936.1
A2VEY9-1,NM_001144464.2
A2VEY9-1,NP_001137937.1
A2VEY9-1,NM_001144465.2
A2VEY9-3,NP_001137938.2
A2VEY9-3,NM_001144466.3
A2VEY9-3,NP_001137939.2
A2VEY9-3,NM_001144467.3
A2VEY9-1,NP_001246731.2
A2VEY9-1,NM_001259802.2
A2VEY9-4,NP_001246732.1
A2VEY9-4,NM_001259803.2
A2VEY9-2,NP_001246733.2
A2VEY9-2,NM_001259804.2
A2VEY9-1,NP_001287043.1
A2VEY9-1,NM_001300114.1
P29673,NP_001163058.1
P29673,NM_001169587.2
P29673-2,NP_001163059.1
P29673-2,NM_001169588.2
P29673-2,NP_523621.2
P29673-2,NM_078897.4
P29673-1,NP_724428.1
P29673-1,NM_165445.4
Q8MSG8-1,NP_650805.1
Q8MSG8-1,NM_142548.2
Q8MSG8-1,NP_732421.1
Q8MSG8-1,NM_169858.1
Q8MSG8-4,NP_732422.1
Q8MSG8-4,NM_169859.3
P12426,NP_001286908.1
P12426,NM_001299979.1
P12426,NP_001286909.1
P12426,NM_001299980.1
P12426,NP_476637.1
P12426,NM_057289.3
Q9V5Z7,NP_523697.1
Q9V5Z7,NM_078973.3
Q9V5Z7,NP_725051.2
Q9V5Z7,NM_165833.3
Q9VES1,NP_001262647.1
Q9VES1,NM_001275718.1
Q9VES1,NP_650570.1
Q9VES1,NM_142313.3
Q24248,NP_524045.2
Q24248,NM_079321.3
Q7K1U0,NP_610955.1
Q7K1U0,NM_137111.3
Q7JV70,NP_610956.1
Q7JV70,NM_137112.2
Q9VD92,NP_650975.1
Q9VD92,NM_142718.2
P61209,NP_001097667.1
P61209,NM_001104197.3
P61209,NP_001097668.2
P61209,NM_001104198.2
P61209,NP_001262225.1
P61209,NM_001275296.1
P61209,NP_476955.1
P61209,NM_057607.6
P61209,NP_730757.1
P61209,NM_168970.4
P61209,NP_730758.1
P61209,NM_168971.4
P61209,NP_730759.1
P61209,NM_168972.5
P61209,NP_730760.1
P61209,NM_168973.3
P40945,NP_001259087.1
P40945,NM_001272158.1
P40945,NP_524631.1
P40945,NM_079892.3
P40946,NP_523751.2
P40946,NM_079027.3
P40946,NP_725452.1
P40946,NM_166088.2
P40946,NP_725453.1
P40946,NM_166089.2
P40946,NP_725454.1
P40946,NM_166090.2
P40946,NP_725455.1
P40946,NM_166091.2
Q94981,NP_001245736.1
Q94981,NM_001258807.3
Q94981,NP_001259671.1
Q94981,NM_001272742.2
Q94981,NP_001259672.1
Q94981,NM_001272743.1
Q94981,NP_523399.1
Q94981,NM_078675.4
Q94981,NP_728145.1
Q94981,NM_167610.4
Q94981,NP_996500.1
Q94981,NM_206777.2
O76924,NP_477374.1
O76924,NM_058026.4
P25160,NP_524098.2
P25160,NM_079374.4
Q06849,NP_476886.1
Q06849,NM_057538.3
Q9VHV5,NP_001287225.1
Q9VHV5,NM_001300296.1
Q9VHV5,NP_001287226.1
Q9VHV5,NM_001300297.1
Q9VHV5,NP_649769.1
Q9VHV5,NM_141512.3
Q7K486,NP_611306.1
Q7K486,NM_137462.4
Q9XZ63,NP_477445.1
Q9XZ63,NM_058097.6
Q6J5K9,NP_001014556.1
Q6J5K9,NM_001014556.3
Q6J5K9,NP_647816.2
Q6J5K9,NM_139559.4
P18824-1,NP_001259149.1
P18824-1,NM_001272220.1
P18824-1,NP_476665.2
P18824-1,NM_057317.4
P18824-1,NP_476666.1
P18824-1,NM_057318.4
P18824-1,NP_599100.1
P18824-1,NM_134273.2
P18824-2,NP_726775.2
P18824-2,NM_166912.2
P18824-1,NP_996328.1
P18824-1,NM_206605.2
O15945,NP_001262397.1
O15945,NM_001275468.1
O15945,NP_731308.1
O15945,NM_169254.2
P45888-2,NP_001097001.1
P45888-2,NM_001103531.2
P45888-1,NP_001259621.1
P45888-1,NM_001272692.1
P45888-2,NP_523372.2
P45888-2,NM_078648.4
P32392,NP_001261559.1
P32392,NM_001274630.1
P32392,NP_523968.1
P32392,NM_079244.3
Q9VEC3,NP_001262697.1
Q9VEC3,NM_001275768.1
Q9VEC3,NP_650684.1
Q9VEC3,NM_142427.4
P45890,NP_511165.1
P45890,NM_078610.3
Q9VX09,NP_573251.1
Q9VX09,NM_133023.4
Q9VIM5,NP_001286102.1
Q9VIM5,NM_001299173.1
Q9VIM5,NP_610033.1
Q9VIM5,NM_136189.4
P15372,NP_001246073.1
P15372,NM_001259144.2
P15372,NP_476681.1
P15372,NM_057333.4
P19107,NP_523976.1
P19107,NM_079252.3
A1Z7A6-1,NP_001014504.1
A1Z7A6-1,NM_001014504.3
A1Z7A6-2,NP_001163085.1
A1Z7A6-2,NM_001169614.2
Q8IMC6-1,NP_726576.2
Q8IMC6-1,NM_166765.3
Q8IMC6-2,NP_726577.2
Q8IMC6-2,NM_166766.3
Q9V464,NP_001189131.1
Q9V464,NM_001202202.2
Q9V464,NP_524163.1
Q9V464,NM_079439.4
Q9VXT7,NP_001285275.1
Q9VXT7,NM_001298346.1
Q9VXT7,NP_573039.1
Q9VXT7,NM_132811.3
Q9VW15,NP_001246834.1
Q9VW15,NM_001259905.1
Q9VW15,NP_524160.2
Q9VW15,NM_079436.3
Q94545-2,NP_733024.1
Q94545-2,NM_170160.2
Q94545-1,NP_788735.1
Q94545-1,NM_176558.3
Q7JWD3,NP_610296.2
Q7JWD3,NM_136452.3
Q5LJP9,NP_001036446.2
Q5LJP9,NM_001042981.3
Q8MR45,NP_610504.4
Q8MR45,NM_136660.3
Q9W2C3,NP_611615.1
Q9W2C3,NM_137771.1
Q9VC45,NP_524488.3
Q9VC45,NM_079764.3
O97069,NP_001262324.1
O97069,NM_001275395.1
O97069,NP_649674.1
O97069,NM_141417.3
P09774,NP_476623.1
P09774,NM_057275.5
P10084,NP_476803.1
P10084,NM_057455.3
P10083,NP_476824.1
P10083,NM_057476.3
P09775,NP_476694.1
P09775,NM_057346.5
Q9VRJ8,NP_647950.1
Q9VRJ8,NM_139693.2
Q9VPW1,NP_523451.2
Q9VPW1,NM_078727.3
Q8SWX0,NP_649071.1
Q8SWX0,NM_140814.2
Q9V727,NP_725398.1
Q9V727,NM_166057.2
Q94516,NP_524011.1
Q94516,NM_079287.2
Q9VSY4-2,NP_001261628.1
Q9VSY4-2,NM_001274699.1
