UniprotID,Protein_Accession
Q00005-5,NM_181674.2
Q00005-1,NP_858061.2
Q00005-1,NM_181675.3
Q00005-2,NP_858062.1
Q00005-2,NM_181676.2
Q00005,NP_858063.1
Q00005,NM_181677.2
Q00005-6,NP_858064.1
Q00005-6,NM_181678.2
Q66LE6,NP_001278239.1
Q66LE6,NM_001291310.1
Q66LE6,NP_060931.2
Q66LE6,NM_018461.4
Q9Y2T4-4,NP_001193923.1
Q9Y2T4-4,NM_001206994.1
Q9Y2T4-4,NP_001193924.1
Q9Y2T4-4,NM_001206995.1
Q9Y2T4-3,NP_001193925.1
Q9Y2T4-3,NM_001206996.1
Q9Y2T4-1,NP_065149.2
Q9Y2T4-1,NM_020416.3
Q9Y2T4-2,NP_870991.1
Q9Y2T4-2,NM_181876.2
P14060,NP_000853.1
P14060,NM_000862.2
P14060,NP_001315544.1
P14060,NM_001328615.1
P26439-1,NP_000189.1
P26439-1,NM_000198.3
P26439-1,NP_001159592.1
P26439-1,NM_001166120.1
Q9H2F3-2,NP_001136249.1
Q9H2F3-2,NM_001142777.1
Q9H2F3-2,NP_001136250.1
Q9H2F3-2,NM_001142778.1
Q9H2F3-1,NP_079469.2
Q9H2F3-1,NM_025193.3
Q9H2F3-1,XP_005255658.2
Q9H2F3-1,XM_005255601.3
Q9H2F3-1,XP_011544262.1
Q9H2F3-1,XM_011545960.2
Q9H2F3-1,XP_011544263.1
Q9H2F3-1,XM_011545961.1
Q9H2F3-2,XP_011544264.1
Q9H2F3-2,XM_011545962.2
Q9H2F3-2,XP_016879221.1
Q9H2F3-2,XM_017023732.1
Q9Y3L3-1,NP_061830.3
Q9Y3L3-1,NM_018957.3
P78314-1,NP_001116153.1
P78314-1,NM_001122681.1
P78314-3,NP_001139327.1
P78314-3,NM_001145855.1
P78314-4,NP_001139328.1
P78314-4,NM_001145856.1
P78314-1,NP_003014.3
P78314-1,NM_003023.4
Q7L8J4,NP_001309391.1
Q7L8J4,NM_001322462.1
Q7L8J4-1,NP_085148.1
Q7L8J4-1,NM_030645.1
Q7L8J4-2,XP_016857896.1
Q7L8J4-2,XM_017002407.1
O60239-2,NP_001018009.2
O60239-2,NM_001018009.3
O60239-1,NP_004835.2
O60239-1,NM_004844.4
O60239-2,XP_016863011.1
O60239-2,XM_017007522.1
O60239-2,XP_016863012.1
O60239-2,XM_017007523.1
O60239-2,XP_016863013.1
O60239-2,XM_017007524.1
O60239-2,XP_016863014.1
O60239-2,XM_017007525.1
P46952-1,NP_036337.2
P46952-1,NM_012205.2
P31937,NP_689953.1
P31937,NM_152740.3
P29372-4,NP_001015052.1
P29372-4,NM_001015052.2
P29372-5,NP_001015054.1
P29372-5,NM_001015054.2
P29372-1,NP_002425.2
P29372-1,NM_002434.3
Q13541,NP_004086.1
Q13541,NM_004095.3
Q13542,NP_004087.1
Q13542,NM_004096.4
O60516,NP_003723.1
O60516,NM_003732.2
Q9NRA8-1,NP_001157973.1
Q9NRA8-1,NM_001164501.1
Q9NRA8-2,NP_001157974.1
Q9NRA8-2,NM_001164502.1
Q9NRA8-1,NP_062817.2
Q9NRA8-1,NM_019843.3
Q9NRA8-3,XP_005261743.1
Q9NRA8-3,XM_005261686.2
Q9NRA8-3,XP_005261744.1
Q9NRA8-3,XM_005261687.2
Q9NRA8-3,XP_005261745.1
Q9NRA8-3,XM_005261688.2
Q9NRA8-1,XP_011528582.1
Q9NRA8-1,XM_011530280.1
Q9NRA8-3,XP_011528583.1
Q9NRA8-3,XM_011530281.2
Q9NRA8-1,XP_016884353.1
Q9NRA8-1,XM_017028864.1
P08195,NP_001012680.1
P08195,NM_001012662.2
P08195-3,NP_001012682.1
P08195-3,NM_001012664.2
P08195-2,NP_001013269.1
P08195-2,NM_001013251.2
P08195-1,NP_002385.3
P08195-1,NM_002394.5
P08908,NP_000515.2
P08908,NM_000524.3
P28222,NP_000854.1
P28222,NM_000863.2
P28221,NP_000855.1
P28221,NM_000864.4
P28566,NP_000856.1
P28566,NM_000865.2
P28566,XP_011534091.1
P28566,XM_011535789.2
P30939,NP_000857.1
P30939,NM_000866.4
P30939,NP_001309137.1
P30939,NM_001322208.1
P30939,NP_001309138.1
P30939,NM_001322209.1
P30939,NP_001309139.1
P30939,NM_001322210.1
P30939,XP_005264808.1
P30939,XM_005264751.3
P30939,XP_011531966.1
P30939,XM_011533664.2
P28223-1,NP_000612.1
P28223-1,NM_000621.4
P28223,NP_001159419.1
P28223,NM_001165947.2
P41595,NP_000858.3
P41595,NM_000867.4
P41595,NP_001307687.1
P41595,NM_001320758.1
P28335-1,NP_000859.1
P28335-1,NM_000868.3
P28335-1,NP_001243689.1
P28335-1,NM_001256760.2
P28335-2,NP_001243690.1
P28335-2,NM_001256761.2
P46098-1,NP_000860.2
P46098-1,NM_000869.5
P46098-3,NP_001155244.1
P46098-3,NM_001161772.2
P46098-2,NP_998786.2
P46098-2,NM_213621.3
O95264-1,NP_006019.1
O95264-1,NM_006028.4
O95264,XP_011541365.1
O95264,XM_011543063.1
Q8WXA8,NP_570126.2
Q8WXA8,NM_130770.2
Q70Z44-4,NP_001138615.1
Q70Z44-4,NM_001145143.1
Q70Z44-1,NP_001157118.1
Q70Z44-1,NM_001163646.1
Q70Z44,NP_872343.2
Q70Z44,NM_182537.2
Q70Z44-3,XP_016861343.1
Q70Z44-3,XM_017005854.1
A5X5Y0-1,NP_001243542.1
A5X5Y0-1,NM_001256613.1
A5X5Y0-6,NP_001243543.1
A5X5Y0-6,NM_001256614.1
A5X5Y0-3,NP_872395.2
A5X5Y0-3,NM_182589.2
A5X5Y0-2,NP_938055.1
A5X5Y0-2,NM_198313.2
A5X5Y0-4,NP_938056.1
A5X5Y0-4,NM_198314.2
Q13639-1,NP_000861.1
Q13639-1,NM_000870.6
Q13639-2,NP_001035259.1
Q13639-2,NM_001040169.2
Q13639-3,NP_001035262.2
Q13639-3,NM_001040172.2
Q13639-8,NP_001035263.1
Q13639-8,NM_001040173.2
Q13639-9,NP_001273339.1
Q13639-9,NM_001286410.1
Q13639-5,NP_955525.1
Q13639-5,NM_199453.3
P47898,NP_076917.1
P47898,NM_024012.3
P50406,NP_000862.1
P50406,NM_000871.2
P34969-2,NP_000863.1
P34969-2,NM_000872.4
P34969-1,NP_062873.1
P34969-1,NM_019859.3
P34969-3,NP_062874.1
P34969-3,NM_019860.3
Q9Y6E2-1,NP_001153239.1
Q9Y6E2-1,NM_001159767.1
Q9Y6E2-1,NP_054757.1
Q9Y6E2-1,NM_014038.2
Q9Y6E2,XP_006715769.1
Q9Y6E2,XM_006715706.1
Q9Y6E2-1,XP_006715770.1
Q9Y6E2-1,XM_006715707.1
Q9Y6E2-1,XP_006715771.1
Q9Y6E2-1,XM_006715708.1
Q7L1Q6-1,NP_001193996.1
Q7L1Q6-1,NM_001207067.1
Q7L1Q6-3,NP_001193997.1
Q7L1Q6-3,NM_001207068.2
Q7L1Q6-4,NP_001193998.1
Q7L1Q6-4,NM_001207069.1
Q7L1Q6-1,NP_001308617.1
Q7L1Q6-1,NM_001321688.1
Q7L1Q6-1,NP_001308619.1
Q7L1Q6-1,NM_001321690.1
Q7L1Q6,NP_001308620.1
Q7L1Q6,NM_001321691.1
Q7L1Q6,NP_001308622.1
Q7L1Q6,NM_001321693.1
Q7L1Q6,NP_001308623.1
Q7L1Q6,NM_001321694.1
Q7L1Q6-2,NP_055485.2
Q7L1Q6-2,NM_014670.3
Q9BXI3,NP_115915.1
Q9BXI3,NM_032526.2
Q96P26-1,NP_001002006.1
Q96P26-1,NM_001002006.2
Q96P26,NP_001186015.1
Q96P26,NM_001199086.1
Q96P26,NP_001186016.1
Q96P26,NM_001199087.1
Q96P26,NP_001186017.1
Q96P26,NM_001199088.1
Q96P26-4,NP_001186033.1
Q96P26-4,NM_001199104.1
Q96P26-2,NP_150278.2
Q96P26-2,NM_033253.3
Q9H0P0-1,NP_001002009.1
Q9H0P0-1,NM_001002009.2
Q9H0P0,NP_001002010.1
Q9H0P0,NM_001002010.2
Q9H0P0-3,NP_001159590.1
Q9H0P0-3,NM_001166118.2
Q9H0P0-1,NP_057573.2
Q9H0P0-1,NM_016489.12
Q9H0P0,XP_011513711.1
Q9H0P0,XM_011515409.2
Q969T7-1,NP_443167.4
Q969T7-1,NM_052935.4
P49902-1,NP_001127845.1
P49902-1,NM_001134373.2
P49902-1,NP_036361.1
P49902-1,NM_012229.4
P49902,XP_005269693.1
P49902,XM_005269636.4
P49902,XP_005269696.1
P49902,XM_005269639.4
P21589-2,NP_001191742.1
P21589-2,NM_001204813.1
P21589-1,NP_002517.1
P21589-1,NM_002526.3
P52209,NP_001291380.1
P52209,NM_001304451.1
P52209-2,NP_001291381.1
P52209-2,NM_001304452.1
P52209-1,NP_002622.2
P52209-1,NM_002631.3
O95336,NP_036220.1
O95336,NM_012088.2
P05408-1,NP_001138229.1
P05408-1,NM_001144757.2
P05408-2,NP_003011.1
P05408-2,NM_003020.4
P36639-4,NP_002443.3
P36639-4,NM_002452.3
P36639-4,NP_945186.1
P36639-4,NM_198948.1
P36639-2,NP_945187.1
P36639-2,NM_198949.1
P36639-4,NP_945188.1
P36639-4,NM_198950.1
P36639-2,NP_945190.1
P36639-2,NM_198952.1
P36639-4,NP_945191.1
P36639-4,NM_198953.1
P36639-2,NP_945192.1
P36639-2,NM_198954.1
P0DKL9,NP_001182510.1
P0DKL9,NM_001195581.1
P0DKL9,XP_016865211.1
P0DKL9,XM_017009722.1
Q8IZ83-3,NP_001138868.1
Q8IZ83-3,NM_001145396.1
Q8IZ83-1,NP_699160.2
Q8IZ83-1,NM_153329.3
Q676U5,NP_001177195.1
Q676U5,NM_001190266.1
Q676U5,NP_001177196.1
Q676U5,NM_001190267.1
Q676U5-2,NP_060444.3
Q676U5-2,NM_017974.3
Q676U5-1,NP_110430.5
Q676U5-1,NM_030803.6
Q676U5-5,NP_942593.2
Q676U5-5,NM_198890.2
Q8NAA4-2,NP_001305695.1
Q8NAA4-2,NM_001318766.1
Q8NAA4-1,NP_203746.1
Q8NAA4-1,NM_033388.1
Q8NAA4-2,XP_011543635.1
Q8NAA4-2,XM_011545333.1
Q8NAA4-2,XP_011543636.1
Q8NAA4-2,XM_011545334.1
P02763,NP_000598.2
P02763,NM_000607.2
P19652,NP_000599.1
P19652,NM_000608.2
P20848,NP_006211.2
P20848,NM_006220.2
P01009-1,NP_000286.3
P01009-1,NM_000295.4
P01009-1,NP_001002235.1
P01009-1,NM_001002235.2
P01009-1,NP_001002236.1
P01009-1,NM_001002236.2
P01009-1,NP_001121172.1
P01009-1,NM_001127700.1
P01009-1,NP_001121173.1
P01009-1,NM_001127701.1
P01009-1,NP_001121174.1
P01009-1,NM_001127702.1
P01009-1,NP_001121175.1
P01009-1,NM_001127703.1
P01009-1,NP_001121176.1
P01009-1,NM_001127704.1
P01009-1,NP_001121177.1
P01009-1,NM_001127705.1
P01009-1,NP_001121178.1
P01009-1,NM_001127706.1
P01009-1,NP_001121179.1
P01009-1,NM_001127707.1
P01009-1,XP_016876859.1
P01009-1,XM_017021370.1
P04217-1,NP_570602.2
P04217-1,NM_130786.3
Q9NQ94-2,NP_001185747.1
Q9NQ94-2,NM_001198818.1
Q9NQ94,NP_001185748.1
Q9NQ94,NM_001198819.1
Q9NQ94-4,NP_001185749.1
Q9NQ94-4,NM_001198820.1
Q9NQ94-2,NP_055391.2
Q9NQ94-2,NM_014576.3
Q9NQ94-1,NP_620310.1
Q9NQ94-1,NM_138932.2
Q9NQ94-4,NP_620311.1
Q9NQ94-4,NM_138933.2
Q9NQ94-1,XP_005269775.1
Q9NQ94-1,XM_005269718.2
Q9NQ94,XP_005269777.1
Q9NQ94,XM_005269720.3
Q9NQ94,XP_016871649.1
Q9NQ94,XM_017016160.1
Q5TYW2,NP_115626.2
Q5TYW2,NM_032250.3
Q5SQ80,NP_001012421.1
Q5SQ80,NM_001012421.1
Q5VUR7,NP_001012419.1
Q5VUR7,NM_001012419.2
Q4UJ75,NP_001092275.1
Q4UJ75,NM_001098805.1
P08697-1,NP_000925.2
P08697-1,NM_000934.3
P08697-1,NP_001159392.1
P08697-1,NM_001165920.1
P08697-2,NP_001159393.1
P08697-2,NM_001165921.1
P02750,NP_443204.1
P02750,NM_052972.2
P01023,NP_000005.2
P01023,NM_000014.5
P01023,NP_001334352.1
P01023,NM_001347423.1
P01023,NP_001334353.1
P01023,NM_001347424.1
P01023,NP_001334354.1
P01023,NM_001347425.1
A8K2U0-2,NP_001269353.1
A8K2U0-2,NM_001282424.2
A8K2U0-1,XP_016874359.1
A8K2U0-1,XM_017018870.1
U3KPV4,NP_001073907.1
U3KPV4,NM_001080438.1
Q9NPC4,NP_001304967.1
Q9NPC4,NM_001318038.1
Q9NPC4,NP_059132.1
Q9NPC4,NM_017436.5
Q9NPC4,XP_005261701.1
Q9NPC4,XM_005261644.2
Q9NPC4,XP_005261703.1
Q9NPC4,XM_005261646.4
Q9NPC4,XP_005261704.1
Q9NPC4,XM_005261647.2
Q9NPC4,XP_005261705.1
Q9NPC4,XM_005261648.3
Q9NPC4,XP_006724328.1
Q9NPC4,XM_006724265.3
Q9NPC4,XP_006724329.1
Q9NPC4,XM_006724266.3
Q9NPC4,XP_011528535.1
Q9NPC4,XM_011530233.2
Q9NPC4,XP_016884320.1
Q9NPC4,XM_017028831.1
Q9UNA3,NP_057245.1
Q9UNA3,NM_016161.2
Q9UNA3,XP_016862032.1
Q9UNA3,XM_017006543.1
Q9UNA3,XP_016862033.1
Q9UNA3,XM_017006544.1
P05067-1,NP_000475.1
P05067-1,NM_000484.3
P05067-11,NP_001129488.1
P05067-11,NM_001136016.3
P05067-10,NP_001129601.1
P05067-10,NM_001136129.2
P05067,NP_001129602.1
P05067,NM_001136130.2
P05067,NP_001129603.1
P05067,NM_001136131.2
P05067-9,NP_001191230.1
P05067-9,NM_001204301.1
P05067-7,NP_001191231.1
P05067-7,NM_001204302.1
P05067-3,NP_001191232.1
P05067-3,NM_001204303.1
P05067-8,NP_958816.1
P05067-8,NM_201413.2
P05067-4,NP_958817.1
P05067-4,NM_201414.2
Q96GX2,NP_001129734.1
Q96GX2,NM_001136262.1
P30542-1,NP_000665.1
P30542-1,NM_000674.2
P30542-1,NP_001041695.1
P30542-1,NM_001048230.1
P29274,NP_000666.2
P29274,NM_000675.5
P29274,NP_001265426.1
P29274,NM_001278497.1
P29274,NP_001265427.1
P29274,NM_001278498.1
P29274,NP_001265428.1
P29274,NM_001278499.1
P29274,NP_001265429.1
P29274,NM_001278500.1
P29275,NP_000667.1
P29275,NM_000676.2
P0DMS8-1,NP_000668.1
P0DMS8-1,NM_000677.3
Q9NS82,NP_062823.1
Q9NS82,NM_019849.2
P22760,NP_001077.2
P22760,NM_001086.2
Q9NRG9-2,NP_001166937.1
Q9NRG9-2,NM_001173466.1
Q9NRG9-1,NP_056480.1
Q9NRG9-1,NM_015665.5
Q15758-3,NP_001138616.1
Q15758-3,NM_001145144.1
Q15758-2,NP_001138617.1
Q15758-2,NM_001145145.1
Q15758-1,NP_005619.1
Q15758-1,NM_005628.2
Q86V21-2,NP_001306768.1
Q86V21-2,NM_001319839.1
Q86V21-1,NP_076417.2
Q86V21-1,NM_023928.4
P01011-1,NP_001076.2
P01011-1,NM_001085.4
Q8N5Z0-2,NP_001273611.1
Q8N5Z0-2,NM_001286682.1
Q8N5Z0-1,NP_001273612.1
Q8N5Z0-1,NM_001286683.1
Q8N5Z0-1,NP_057312.1
Q8N5Z0-1,NM_016228.3
Q8N5Z0-1,NP_872603.1
Q8N5Z0-1,NM_182662.1
Q6PD74-2,NP_001258814.1
Q6PD74-2,NM_001271885.1
Q6PD74-2,NP_001258815.1
Q6PD74-2,NM_001271886.1
Q6PD74-1,NP_078942.3
Q6PD74-1,NM_024666.4
Q6PD74-2,XP_011520322.1
Q6PD74-2,XM_011522020.1
Q2M2I8-1,NP_055726.3
Q2M2I8-1,NM_014911.3
Q9Y478,NP_006244.2
Q9Y478,NM_006253.4
Q9Y478,XP_005253966.1
Q9Y478,XM_005253909.1
O43741-1,NP_005390.1
O43741-1,NM_005399.4
P54619-3,NP_001193638.1
P54619-3,NM_001206709.1
P54619-2,NP_001193639.1
P54619-2,NM_001206710.1
P54619-1,NP_002724.1
P54619-1,NM_002733.4
P54619,XP_006719562.1
P54619,XM_006719499.2
P54619-2,XP_011536864.1
P54619-2,XM_011538562.2
Q9UGJ0-3,NP_001035723.1
Q9UGJ0-3,NM_001040633.1
Q9UGJ0,NP_001291456.1
Q9UGJ0,NM_001304527.1
Q9UGJ0-2,NP_001291460.1
Q9UGJ0-2,NM_001304531.1
Q9UGJ0-1,NP_057287.2
Q9UGJ0-1,NM_016203.3
Q9UGJ0-2,NP_077747.1
Q9UGJ0-2,NM_024429.1
Q9UGJ0-3,XP_016867759.1
Q9UGJ0-3,XM_017012270.1
Q9UGI9-1,NP_059127.2
Q9UGI9-1,NM_017431.2
Q9UGI9-1,XP_016859832.1
Q9UGI9-1,XM_017004343.1
Q9H7C9,NP_001303886.1
Q9H7C9,NM_001316957.1
Q9H7C9-1,NP_001303889.1
Q9H7C9-1,NM_001316960.1
Q9H7C9-1,NP_001303890.1
Q9H7C9-1,NM_001316961.1
Q9H7C9-1,NP_001303891.1
Q9H7C9-1,NM_001316962.1
Q9H7C9-1,NP_078960.1
Q9H7C9-1,NM_024684.3
Q9H7C9-1,XP_011543271.1
Q9H7C9-1,XM_011544969.2
Q13685,NP_001078.2
Q13685,NM_001087.4
Q13131-1,NP_006242.5
Q13131-1,NM_006251.5
Q13131-2,NP_996790.3
Q13131-2,NM_206907.3
P54646,NP_006243.2
P54646,NM_006252.3
Q9Y312,NP_001258803.1
Q9Y312,NM_001271874.1
Q9Y312,NP_056326.2
Q9Y312,NM_015511.4
Q9Y312,XP_006723833.1
Q9Y312,XM_006723770.3
Q9Y312,XP_011527064.1
Q9Y312,XM_011528762.2
Q9Y312,XP_011527065.1
Q9Y312,XM_011528763.2
Q4LEZ3,NP_001020528.1
Q4LEZ3,NM_001025357.2
Q9BTE6-3,NP_001129514.2
Q9BTE6-3,NM_001136042.2
Q9BTE6-1,NP_001248363.1
Q9BTE6-1,NM_001261434.1
Q9BTE6-2,NP_079543.1
Q9BTE6-2,NM_025267.3
Q9UDR5,NP_005754.2
Q9UDR5,NM_005763.3
Q8NHS2,NP_689626.2
Q8NHS2,NM_152413.2
P17174-1,NP_002070.1
P17174-1,NM_002079.2
Q9NY61,NP_036270.1
Q9NY61,NM_012138.3
P00505-2,NP_001273149.1
P00505-2,NM_001286220.1
P00505-1,NP_002071.2
P00505-1,NM_002080.3
Q7Z5M8-1,NP_001193602.1
Q7Z5M8-1,NM_001206673.1
Q7Z5M8,NP_853511.2
Q7Z5M8,NM_181533.3
Q7Z5M8-2,NP_861535.1
Q7Z5M8-2,NM_181814.1
Q96GS6-1,NP_001123583.1
Q96GS6-1,NM_001130111.1
Q96GS6-2,NP_112490.3
Q96GS6-2,NM_031213.3
Q96GS6-2,XP_011526640.1
Q96GS6-2,XM_011528338.1
Q96GS6,XP_016882830.1
Q96GS6,XM_017027341.1
Q5VST6-1,NP_001020951.1
Q5VST6-1,NM_001025780.2
Q5VST6-2,NP_057098.2
Q5VST6-2,NM_016014.3
Q5VST6-2,XP_006717197.2
Q5VST6-2,XM_006717134.3
Q5VST6-2,XP_016870276.1
Q5VST6-2,XM_017014787.1
Q5VST6-1,XP_016870277.1
Q5VST6-1,XM_017014788.1
Q5VST6-1,XP_016870278.1
Q5VST6-1,XM_017014789.1
Q6PCB6-1,NP_067037.1
Q6PCB6-1,NM_021214.1
Q7Z5R6-1,NP_061916.3
Q7Z5R6-1,NM_019043.3
Q7Z5R6-1,XP_006717514.1
Q7Z5R6-1,XM_006717451.2
P31941-1,NP_001180218.1
P31941-1,NM_001193289.1
P31941-1,NP_663745.1
P31941-1,NM_145699.3
Q9UH17-3,NP_001257340.1
Q9UH17-3,NM_001270411.1
Q9UH17-1,NP_004891.4
Q9UH17-1,NM_004900.4
Q9NRW3,NP_055323.2
Q9NRW3,NM_014508.2
Q8IUX4-3,NP_001006667.1
Q8IUX4-3,NM_001006666.1
Q8IUX4-1,NP_660341.2
Q8IUX4-1,NM_145298.5
Q8IUX4-3,XP_016884132.1
Q8IUX4-3,XM_017028643.1
Q9HC16-1,NP_068594.1
Q9HC16-1,NM_021822.3
Q6NTF7-2,NP_001159474.2
Q6NTF7-2,NM_001166002.2
Q6NTF7-1,NP_001159475.2
Q6NTF7-1,NM_001166003.2
Q6NTF7,NP_001159476.2
Q6NTF7,NM_001166004.2
Q6NTF7-3,NP_861438.3
Q6NTF7-3,NM_181773.4
Q6NTF7-1,XP_011528294.1
Q6NTF7-1,XM_011529992.2
O95477,NP_005493.2
O95477,NM_005502.3
Q9BZC7-3,NP_001597.2
Q9BZC7-3,NM_001606.4
Q9BZC7-4,NP_997698.1
Q9BZC7-4,NM_212533.2
Q9BZC7-1,XP_006717059.1
Q9BZC7-1,XM_006716996.3
Q99758-1,NP_001080.2
Q99758-1,NM_001089.2
P78363,NP_000341.2
P78363,NM_000350.2
Q8WWZ7-1,NP_061142.2
Q8WWZ7-1,NM_018672.4
Q8WWZ7-1,NP_758424.1
Q8WWZ7-1,NM_172232.3
Q8N139-1,NP_525023.2
Q8N139-1,NM_080284.2
Q8N139-1,XP_016879893.1
Q8N139-1,XM_017024404.1
Q8N139-1,XP_016879894.1
Q8N139-1,XM_017024405.1
Q8IZY2-1,NP_061985.2
Q8IZY2-1,NM_019112.3
Q8IZY2,XP_011525930.1
Q8IZY2,XM_011527628.2
O94911-3,NP_001275914.1
O94911-3,NM_001288985.1
O94911,NP_001275915.1
O94911,NM_001288986.1
O94911-1,NP_009099.1
O94911-1,NM_007168.3
O94911,XP_005256995.1
O94911,XM_005256938.2
Q8IUA7-1,NP_525022.2
Q8IUA7-1,NM_080283.3
Q8WWZ4-1,NP_525021.3
Q8WWZ4-1,NM_080282.3
Q86UK0-2,NP_056472.2
Q86UK0-2,NM_015657.3
Q86UK0-1,NP_775099.2
Q86UK0-1,NM_173076.2
Q86UQ4,NP_689914.3
Q86UQ4,NM_152701.4
Q2M3G0-4,NP_001157413.1
Q2M3G0-4,NM_001163941.1
Q2M3G0-2,NP_001157414.1
Q2M3G0-2,NM_001163942.1
Q2M3G0-3,NP_001157465.1
Q2M3G0-3,NM_001163993.2
Q2M3G0-1,NP_848654.3
Q2M3G0-1,NM_178559.5
Q2M3G0-1,XP_011513669.1
Q2M3G0-1,XM_011515367.2
Q9NP58-1,NP_005680.1
Q9NP58-1,NM_005689.2
O75027-1,NP_001258625.1
O75027-1,NM_001271696.1
O75027-3,NP_001258626.1
O75027-3,NM_001271697.1
O75027-2,NP_004290.2
O75027-2,NM_004299.4
Q9NP78-7,NP_001229942.1
Q9NP78-7,NM_001243013.1
Q9NP78-6,NP_001229943.1
Q9NP78-6,NM_001243014.1
Q9NP78-2,NP_062570.1
Q9NP78-2,NM_019624.3
Q9NP78-1,NP_062571.1
Q9NP78-1,NM_019625.3
Q9NP78-5,NP_982269.2
Q9NP78-5,NM_203444.3
Q9NP78-1,XP_011536397.1
Q9NP78-1,XM_011538095.2
Q9NP78-1,XP_011536398.1
Q9NP78-1,XM_011538096.2
Q9NP78-1,XP_016874592.1
Q9NP78-1,XM_017019103.1
Q9NRK6,NP_036221.2
Q9NRK6,NM_012089.2
O95342,NP_003733.2
O95342,NM_003742.2
Q09428-1,NP_000343.2
Q09428-1,NM_000352.4
Q09428-2,NP_001274103.1
Q09428-2,NM_001287174.1
O60706-1,NP_005682.2
O60706-1,NM_005691.3
O60706-2,NP_064693.2
O60706-2,NM_020297.3
O60706,XP_005253341.1
O60706,XM_005253284.3
O60706,XP_005253343.1
O60706,XM_005253286.3
O60706,XP_005253344.1
O60706,XM_005253287.4
O60706-2,XP_005253345.1
O60706-2,XM_005253288.3
O60706-2,XP_011518847.1
O60706-2,XM_011520545.2
P33897,NP_000024.2
P33897,NM_000033.3
Q9UBJ2,NP_005155.1
Q9UBJ2,NM_005164.3
Q9UBJ2,XP_011536329.1
Q9UBJ2,XM_011538027.2
P28288-3,NP_001116146.1
P28288-3,NM_001122674.1
P28288-1,NP_002849.1
P28288-1,NM_002858.3
O14678,NP_005041.1
O14678,NM_005050.3
P61221,NP_001035809.1
P61221,NM_001040876.1
P61221,NP_002931.2
P61221,NM_002940.2
Q8NE71-1,NP_001020262.1
Q8NE71-1,NM_001025091.1
Q8NE71-2,NP_001081.1
Q8NE71-2,NM_001090.2
Q9UG63-2,NP_005683.2
Q9UG63-2,NM_005692.4
Q9UG63-1,NP_009120.1
Q9UG63-1,NM_007189.2
